id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to,related_symptom_w2v,related_symptom_bert
595,Môi khô,,,,2022-01-18 01:57:04.454+00,1,1,2022-01-18 01:57:02.858+00,2022-01-18 01:57:04.474+00,,['Môi khô'],"['Khô da', 'Môi khô']"
747,Đột nhiên mất sức,,,,2022-01-18 04:57:48.151+00,1,1,2022-01-18 04:57:46.62+00,2022-01-18 04:57:48.161+00,,"['Mất ý thức', 'Mất phương hướng', 'Đột ngột thay đổi tâm trạng', 'Mất nhận thức không gian', 'Đột nhiên mất sức', 'Mất nước', 'Mất thị lực cấp tính', 'Giác mạc mất độ bóng', 'Mất hứng thú', 'Mất thăng bằng', 'Mất cân bằng', 'Mất trí nhớ', 'Mất thính giác đột ngột', 'Mất vị giác', 'Mất chức năng vùng bị thương', 'Mất cảm giác', 'Đau đầu đột ngột']",['Đột nhiên mất sức']
750,Khó cử động,,,,2022-01-18 04:59:06.425+00,1,1,2022-01-18 04:59:04.717+00,2022-01-18 04:59:06.436+00,,"['Không có cử động hay phản xạ', 'Khó giao tiếp', 'Khó khăn trong việc di chuyển', 'Khó khăn trong việc suy luận', 'Khó cử động', 'Chuyển động không theo ý muốn', 'Kích động', 'Khó tập trung', 'Khó tiêu', 'Động kinh', 'Giảm vận động', 'Khó chịu', 'Nói khó khăn', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Khó chịu khi đi tiểu', 'Tăng động thái quá', 'Liệt vận động', 'Khó mở mắt']",['Khó cử động']
81,Tê,"""Tê bì"" có thể là từ bệnh nhân dùng để mô tả các triệu chứng khác nhau, bao gồm mất cảm giác, dị cảm, yếu cơ hoặc liệt. Tuy nhiên, tê bì thực chất là mất cảm giác, có thể một phần (giảm cảm giác) hoặc hoàn toàn (mất cảm giác). Tê bì có thể liên quan đến 3 loại cảm giác chính - cảm giác sờ, cảm giác đau và nhiệt độ, và cảm giác vị trí và rung - ở mức độ như nhau hoặc khác nhau.<br>Tê thường đi kèm với cảm giác đau nhói bất thường (như kim châm) không liên quan đến kích thích cảm giác (dị cảm). Các biểu hiện khác (ví dụ: đau, liệt ngọn chi, rối loạn chức năng dây thần kinh sọ não) cũng có thể xuất hiện tùy thuộc vào nguyên nhân.<br>Tác dụng không mong muốn của tê bì mạn tính bao gồm<br>Khó khăn khi đi bộ và lái xe<br>Tăng nguy cơ ngã<br>Ngoài ra, nó có thể khiến bệnh nhân không phát hiện được các tổn thương nhiễm trùng, loét chân do đái tháo đường, chấn thương, dẫn đến việc điều trị chậm.",[],,2022-01-12 12:42:39.981+00,1,1,2022-01-12 10:06:17.916+00,2022-01-12 12:42:39.997+00,,['Tê'],['Tê']
191,Sưng ống khuyển,,,,2022-01-14 07:08:22.184+00,1,1,2022-01-14 07:08:20.555+00,2022-01-14 07:08:22.196+00,,['Sưng ống khuyển'],['Sưng ống khuyển']
240,Thở gấp,,,,2022-01-14 07:58:57.211+00,2,2,2022-01-14 07:58:54.959+00,2022-01-14 07:58:57.23+00,,"['Thở gấp', 'Thở ngắn', 'Khó thở', 'Thở nhanh']",['Thở gấp']
600,Buồn bã,,,,2022-01-18 02:08:46.275+00,1,1,2022-01-18 02:08:44.761+00,2022-01-18 02:08:46.287+00,,"['Buồn rầu', 'Buồn bã', 'Buồn nôn', 'Buồn ngủ']",['Buồn bã']
602,Ủ rũ,,,,2022-01-18 02:09:39.46+00,1,1,2022-01-18 02:09:37.805+00,2022-01-18 02:09:39.479+00,,['Ủ rũ'],['Ủ rũ']
664,Loét vòm hầu họng,,,,2022-01-18 03:21:19.262+00,1,1,2022-01-18 03:21:17.881+00,2022-01-18 03:21:19.275+00,,"['Loét vòm hầu họng', 'Loét miệng', 'Viêm đỏ hầu họng', 'Rát họng', 'Viêm họng']","['Viêm đỏ hầu họng', 'Loét vòm hầu họng']"
665,Hồng ban ,,,,2022-01-18 03:22:00.333+00,1,1,2022-01-18 03:21:58.616+00,2022-01-18 03:22:00.354+00,,"['Hồng ban ', 'Ban đỏ trên da']",['Hồng ban ']
755,Ợ hơi liên tục,,,,2022-01-18 05:04:44.977+00,1,1,2022-01-18 05:04:42.5+00,2022-01-18 05:04:44.987+00,,"['Ợ hơi liên tục', 'Đầy hơi', 'Các vấn đề liên quan đến tình trạng khí']",['Ợ hơi liên tục']
71,Khối u ở vú,Khái niệm mảng xơ vú được ưa thích hơn so với khối u sờ thấy ở một vùng rõ rệt với bất kỳ kích thước nào. Một mảng xơ vú có thể được phát hiện bởi bệnh nhân tình cờ sờ thấy hoặc trong khi tự kiểm tra vú hoặc bởi bác sĩ lâm sàng trong thời gian khám sức khoẻ định kỳ.<br>Khối có thể không đau đớn hoặc đau đớn và thỉnh thoảng kèm theo tiết dịch núm vú<br>hay những thay đổi trên da.,"[""cục ở vú""]",,2022-01-12 12:10:40.34+00,1,3,2022-01-12 10:06:17.834+00,2022-01-12 12:10:40.355+00,,"['Khối u ở bụng', 'Khối u ở vú', 'Khối u ở cổ', 'Khối u sùi', 'Khối u trên mặt', 'U tiểu não', 'Sờ thấy một khối u trong bụng', 'Khối u vùng dưới hàm', 'Ống bẹn có khối u ', 'Cảm giác khối u chặn họng', 'Các khối u ở miệng', 'Chảy dịch ở núm vú', 'Khối u ở bìu không đau']","['Khối u ở cổ', 'Khối u ở bụng', 'Khối u vùng dưới hàm', 'Các khối u ở miệng', 'Khối u ở vú', 'Khối u ở bìu không đau']"
241,Đau tức ngực,,,,2022-01-14 08:00:08.388+00,1,1,2022-01-14 08:00:06.178+00,2022-01-14 08:00:08.404+00,,"['Đau tức ngực', 'Đau ngực dữ dội', 'Đau nhức chân tay', 'Đau thắt lưng', 'Đau đầu', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Đau bụng từng cơn', 'Đau hông', 'Đau vùng bên trái bụng', 'Hạch bẹn sưng to và đau', 'Đau bụng', 'Đau bụng ở trẻ em', 'Đau bụng cấp tính', 'Đau bụng vùng thượng vị', 'Đau lưng', 'Đau nhói vùng mông', 'Đau khi nhai', 'Đau bụng kinh', 'Đau ở vùng bụng', 'Đau cơ', 'Đau vùng thắt lưng', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Đau quặn bụng', 'Đau bụng dữ dội', 'Đau bụng tái phát', 'Đau bụng mạn tính', 'Đau nhức toàn thân']",['Đau tức ngực']
283,Mất nước,,,,2022-01-14 09:30:29.135+00,1,1,2022-01-14 09:30:27.229+00,2022-01-14 09:30:29.166+00,,"['Mất ý thức', 'Mất phương hướng', 'Ít quan tâm tới người khác', 'Nước chảy từng ít một từ âm đạo', 'Mất nhận thức không gian', 'Chảy nước ở tai', 'Đi ngoài phân sống', 'Đột nhiên mất sức', 'Mất nước', 'Mất chức năng vùng bị thương', 'Mất thị lực cấp tính', 'Giác mạc mất độ bóng', 'Nước bọt có máu', 'Mất thăng bằng', 'Mất cân bằng', 'Mất trí nhớ', 'Mất vị giác', 'Phân toàn nước màu trắng đục', 'Nước mắt có dịch mờ đục', 'Uống nhiều nước']",['Mất nước']
284,Nặng bụng dưới,,,,2022-01-14 09:34:01.469+00,2,2,2022-01-14 09:30:34.587+00,2022-01-14 09:34:01.488+00,,"['Nặng bụng dưới', 'Sờ thấy một khối u trong bụng', 'Đau bụng vùng gan', 'Khối u ở bụng', 'Đầy bụng', 'Đau bụng từng cơn', 'Đau vùng bên trái bụng', 'Đau bụng cấp tính', 'Đau bụng vùng thượng vị', 'Đau ở vùng bụng', 'Đau vùng mạn sườn dưới', 'Đau bụng tái phát']",['Nặng bụng dưới']
343,Rỉ tai ướt dính,,,,2022-01-14 14:36:12.664+00,3,3,2022-01-14 14:36:11.15+00,2022-01-14 14:36:12.675+00,,['Rỉ tai ướt dính'],['Rỉ tai ướt dính']
402,Tinh dịch có màu nâu,"Tinh dịch có màu nâu: thường là do tinh dịch có lẫn máu. Hiện tượng này thường đi kèm với các triệu chứng khác như đau bụng, đau tức dương vật… có thể là dấu hiệu ban đầu của các bệnh liên quan đến đường tiết niệu hoặc cơ quan sinh dục.",,,2022-01-15 07:13:39.005+00,2,2,2022-01-15 07:13:37.527+00,2022-01-15 07:13:39.03+00,,"['Các mảng màu đỏ trên da', 'Thay đổi màu sắc da ở dương vật', 'Phân toàn nước màu trắng đục', 'Dịch trắng ở dương vật', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Tinh dịch có màu nâu', 'Các mảng đỏ hoặc nâu trên da', 'Nước bọt có máu', 'Tinh dịch loãng', 'Xuất tinh sớm', 'Tinh dịch có máu', 'Có dịch từ âm đạo', 'Mồ hôi có màu bất thường', 'Phân có máu', 'Nước tiểu màu vàng', 'Răng bị đổi màu', 'Phân nhạt màu', 'Màu da khác xung quanh', 'Sợ thức ăn có nhiều dầu mỡ', 'Dịch xanh lá ở dương vật', 'Khẩu cái tiết nhiều dịch', 'Bìu không có tinh hoàn', 'Thay đổi màu sắc da', 'Dịch vàng ở dương vật', 'Nốt màu đỏ trên bề mặt da', 'Nước tiểu sẫm màu', 'Có mủ bên trong ', 'Rối loạn màu sắc', 'Phân có đường kính lớn', 'Nước mắt có dịch mờ đục', 'Sưng tinh hoàn', 'Xuất tinh đau', 'Thay đổi màu sắc dịch âm đạo', 'Dịch mũi vàng']",['Tinh dịch có màu nâu']
468,Đau vùng xương chậu,,,,2022-01-15 15:46:56.067+00,3,3,2022-01-15 15:46:54.459+00,2022-01-15 15:46:56.084+00,,"['Đau ở vùng chậu', 'Đau vùng xương chậu', 'Đau vùng hạ sườn trái', 'Đau nhức chân tay', 'Đau rát vùng u', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Đau xương', 'Đau vùng bên trái bụng', 'Hạch bẹn sưng to và đau', 'Đau bắp chân', 'Đau ở vùng hạ sườn phải', 'Đau bìu', 'Sưng nề nhẹ quanh đầu xương', 'Đau bụng vùng thượng vị', 'Đau nhói vùng mông', 'Sưng ở vùng chậu', 'Đau ở vùng bụng', 'Đau vùng mạn sườn dưới', 'Đau ở nhiều khớp', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Xương đâm xuyên qua da', 'Khối u ở bìu không đau', 'Ngứa ở vùng háng', 'Đau nhức xương']","['Đau vùng hạ sườn trái', 'Đau bụng vùng gan', 'Đau vùng bên trái bụng', 'Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu', 'Đau nhói vùng mông', 'Đau vùng xương chậu']"
541,Bú kém,,,,2022-01-16 13:12:34.535+00,2,2,2022-01-16 13:12:33.107+00,2022-01-16 13:12:34.548+00,,['Bú kém'],['Bú kém']
597,Đau vùng mạn sườn dưới,,,,2022-01-18 01:59:58.087+00,1,1,2022-01-18 01:59:56.49+00,2022-01-18 01:59:58.102+00,,"['Đau vùng hạ sườn trái', 'Đau ở vùng hạ sườn phải', 'Đau vùng mạn sườn dưới', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Khối u vùng dưới hàm', 'Đau cột sống cổ - cột sống thắt lưng', 'Đau vùng bên trái bụng', 'Nóng rát vùng thượng vị', 'Đau dữ dội vùng thượng vị', 'Đau ở vùng chậu', 'Đau ở hạ vị', 'Đau bụng vùng thượng vị', 'Đau nhói vùng mông', 'Sưng ở vùng chậu', 'Đau ở vùng bụng', 'Đau trong và xung quanh một khớp', 'Nặng bụng dưới', 'Đau vùng xương chậu', 'Đau ở nhiều khớp', 'Đau vùng thắt lưng', 'Đau dai dẳng vùng thượng vị', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Đau phía sau đầu và cổ', 'Đau bụng mạn tính', 'Khối u ở bìu không đau', 'Đau nhức toàn thân', 'Đau hạ vị']","['Đau vùng hạ sườn trái', 'Đau ở vùng hạ sườn phải', 'Đau bụng vùng thượng vị', 'Đau vùng mạn sườn dưới']"
658,Các mảng đỏ hoặc nâu trên da,,,,2022-01-18 03:12:14.245+00,1,1,2022-01-18 03:12:12.756+00,2022-01-18 03:12:14.26+00,,"['Các mảng màu đỏ trên da', 'Mụn nhỏ trên bề mặt da đầu', 'Thay đổi màu sắc da ở dương vật', 'Màu da khác xung quanh', 'Phân toàn nước màu trắng đục', 'Nốt màu đỏ trên bề mặt da', 'Mảng sần trên bề mặt da', 'Ban đỏ trên da', 'Tinh dịch có màu nâu', 'Các mảng đỏ hoặc nâu trên da', 'Nề đỏ xung quanh vết loét', 'Nốt đỏ tròn nhỏ', 'Da vùng cổ thâm', 'Khối u trên mặt', 'Teo lớp mỡ dưới da', 'Đỏ mặt', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Da tái xanh', 'Vùng dày bì dưới da', 'Đốm trên da', 'Thay đổi màu sắc da', 'Các vật trôi nổi', 'Mắt bị đỏ', 'Ổ áp xe đỏ', 'Đỏ vùng da quanh khớp', 'Sưng nề vùng da xung quanh', 'Búi trĩ bên trong hoặc ngoài trực tràng', 'Mặt đỏ bừng', 'Các khối u ở miệng', 'Mảng ngứa trên đầu', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Các mảng da ngứa', 'Khó nghe được các phụ âm', 'Tăng sắc tố da', 'Xương đâm xuyên qua da']","['Các mảng màu đỏ trên da', 'Các mảng đỏ hoặc nâu trên da']"
598,Tiểu dắt,,,,2022-01-18 02:01:22.676+00,1,1,2022-01-18 02:01:20.408+00,2022-01-18 02:01:22.691+00,,['Tiểu dắt'],['Tiểu dắt']
748,Tê cứng mặt,,,,2022-01-18 04:58:13.247+00,1,1,2022-01-18 04:58:11.794+00,2022-01-18 04:58:13.264+00,,"['Tê cứng mặt', 'Tê liệt tay chân', 'Hình dạng khuôn mặt bất thường', 'Khối u trên mặt', 'Mụn nhỏ trên bề mặt da đầu', 'Chóng mặt', 'Tê bì tay chân', 'Chóng mặt và hoa mắt', 'Sưng và cứng khớp', 'Cục cứng gần hậu môn', 'Phân cứng', 'Dương vật không thể cương cứng']",['Tê cứng mặt']
749,Nụ cười méo mó,,,,2022-01-18 04:58:31.074+00,1,1,2022-01-18 04:58:29.556+00,2022-01-18 04:58:31.085+00,,"['Nụ cười méo mó', 'Méo miệng']",['Nụ cười méo mó']
20,Chảy máu quá nhiều,"Xuất huyết bất thường hoặc quá nhiều có thể được chỉ ra bởi một số dấu hiệu và triệu chứng khác nhau. Bệnh nhân có thể có chảy máu cam không lý giải thích được, kinh nguyệt nhiều hoặc kéo dài, hoặc chảy máu kéo dài sau vết cắt nhỏ, đánh răng hoặc dùng chỉ nha khoa hoặc chấn thương. Các bệnh nhân khác có thể có tổn thương da không rõ nguyên nhân, bao gồm cả nốt, chấm, ban xuất huyết (dưới da hoặc niêm mạc), bầm tím hoặc giãn tĩnh mạch. Một số bệnh nhân bị ốm có thể bị chảy máu đột ngột từ vị trí tiêm truyền, tổn thương da và xuất huyết trầm trọng nhiều vị trí hoặc ở đường tiêu hóa, đường tiết niệu. Ở một số bệnh nhân, dấu hiệu đầu tiên chính là két quả xét nghiệm bất thường cho thấy dễ bị chảy máu quá mức mà do tình cờ phát hiện.",[],,2022-01-12 12:21:50.788+00,1,1,2022-01-12 10:06:17.351+00,2022-01-12 12:21:50.802+00,,"['Chảy máu cam', 'Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo', 'Máu trong phân', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Chảy nước ở tai', 'Phân có máu', 'Tiêu chảy ra máu', 'Tiêu chảy nhiều lần', 'Chảy máu quá nhiều', 'Chảy dịch ở tai', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Nôn ra máu', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Đờm có máu', 'Tinh dịch có máu', 'Nước chảy từng ít một từ âm đạo', 'Chảy máu mũi', 'Ho ra máu', 'Máu kinh đóng thành cục lớn', 'Chảy nước dãi', 'Đầu dương vật rỉ máu', 'Tiêu chảy', 'Chảy nước mắt', 'Chảy nước mũi', 'Dịch chảy từ ống tai ngoài', 'Sợ thức ăn có nhiều dầu mỡ', 'Thiếu máu', 'Nhồi máu cơ tim', 'Khẩu cái tiết nhiều dịch', 'Tiêu chảy ở trẻ em', 'Tiểu ra máu', 'Đau ở nhiều khớp', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Đại tiện ra máu', 'Tăng động thái quá', 'Hạ oxy máu', 'Uống nhiều nước']",['Chảy máu quá nhiều']
6,Ngứa,"(Xem thêm đánh giá Bệnh nhân da liễu<br>.)<br>Ngứa là một triệu chứng có thể gây ra sự khó chịu đáng kể và là một trong những lý do phổ biến nhất mà bệnh nhân cần tư vấn của bác sĩ da liễu. Ngứa gây gãi, có thể gây các vết gãi, cái mà có thể gây viêm, thoái hóa da, và nhiễm trùng thứ phát có thể xảy ra. Da có thể trở nên bị lichen hóa, bong vảy, và bị cào xước.",[],,2022-01-12 12:39:47.853+00,1,1,2022-01-12 10:06:17.234+00,2022-01-12 12:39:47.866+00,,"['Ngứa', 'Ngứa mũi', 'Ngứa da', 'Ngứa mắt', 'Ngứa miệng', 'Mắt ngứa']",['Ngứa']
192,Rối loạn màu sắc,"Rối loạn màu sắc: độ sắc nét và khả năng phân biệt màu sắc giảm đi hẳn ở mắt bị tổn thương, dễ nhận ra khi so sánh với mắt bên lành. Thường gặp nhất là rối loạn màu xanh đỏ. Mức độ tiến triển của bệnh tùy thuộc chủ yếu vào nguyên nhân gây ra bệnh.",,,2022-01-14 07:09:07.045+00,2,2,2022-01-14 07:09:05.255+00,2022-01-14 07:09:07.06+00,,"['Rối loạn màu sắc', 'Rối loạn hô hấp', 'Rối loạn cương dương', 'rối loạn kinh nguyệt', 'Rối loạn thần kinh thực vật', 'Thay đổi màu sắc da ở dương vật', 'Màu da khác xung quanh', 'Rối loạn về cảm xúc', 'Rối loạn kinh nguyệt', 'Thay đổi màu sắc da', 'Rối loạn trí nhớ', 'Rối loạn về giấc ngủ', 'Rối loạn hấp thu', 'Rối loạn ý thức', 'Rối loạn tâm thần', 'Tinh dịch có màu nâu', 'Rối loạn thị lực', 'Rối loạn lo âu', 'Thay đổi màu sắc dịch âm đạo']",['Rối loạn màu sắc']
194,Đau trong hốc mắt,Đau trong hốc mắt: đau âm ỉ trong mắt hoặc sâu trong hốc mắt; đau đặc biệt tăng lên khi chuyển động mắt.,,,2022-01-14 07:09:33.762+00,2,2,2022-01-14 07:09:31.806+00,2022-01-14 07:09:33.778+00,,"['Đau mắt', 'Đau trong hốc mắt', 'Lồi mắt', 'Đau vai', 'Đau nhức chân tay', 'Đau đầu', 'Đau rát vùng u', 'Nhanh mỏi mắt', 'Sờ thấy một khối u trong bụng', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Thấy chấm đen trước mắt', 'Đau bụng từng cơn', 'Cảm giác ngứa ran bên trong cổ chân', 'Đau vùng bên trái bụng', 'Hạch bẹn sưng to và đau', 'Đau vai gáy', 'Đau bắp chân', 'Xuất huyết kết mạc mắt', 'Chảy nước mắt', 'Đau khi đi tiểu', 'Đau bụng cấp tính', 'Chóng mặt và hoa mắt', 'Đau tinh hoàn', 'Đau bụng vùng thượng vị', 'Đau lưng', 'Sưng mắt', 'Mắt bị đỏ', 'Đau khi đi lại', 'Đau nhói vùng mông', 'Đau khi nhai', 'Đau bụng kinh', 'Đau ở vùng bụng', 'Viêm màng kết mạc mắt', 'Đau cơ', 'Đau ở nhiều khớp', 'Ngứa mắt', 'Đau mào tinh', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Nước mắt có dịch mờ đục', 'Đau bụng tái phát', 'Đau bụng mạn tính', 'Đau đầu đột ngột', 'Xuất tinh đau', 'Khối u ở bìu không đau', 'Đau nhức toàn thân', 'Đi tiểu đau', 'Mắt ngứa', 'Khó mở mắt', 'Mỏi mắt', 'Cảm giác dị vật trong mắt', 'Mờ mắt']",['Đau trong hốc mắt']
285,Ra dịch âm đạo,,,,2022-01-14 09:31:07.924+00,2,2,2022-01-14 09:31:03.549+00,2022-01-14 09:31:07.939+00,,"['Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Không có cử động hay phản xạ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Có ý định tự sát', 'Tinh dịch có máu', 'Nước chảy từng ít một từ âm đạo', 'Chuyển động không theo ý muốn', 'Có dịch từ âm đạo', 'Đồng tử không đều', 'Đầu lớn bất thường', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Tăng tiết dịch âm đạo', 'Khẩu cái tiết nhiều dịch', 'Các vấn đề liên quan đến tình trạng khí', 'Nội tiết tố bất thường', 'Ra dịch âm đạo', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Đại tiện ra máu', 'Thay đổi màu sắc dịch âm đạo', 'Chảy dịch ở tai', 'Chảy máu âm đạo', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Tăng kích thước âm vật', 'Đau âm ỉ thượng vị', 'Tiêu chảy ra máu', 'Dịch chảy từ ống tai ngoài', 'Dịch xanh lá ở dương vật', 'Dịch vàng ở dương vật', 'Dịch trắng ở dương vật', 'Tiểu ra máu', 'Búi trĩ sa ra lúc đại tiện', 'Nước mắt có dịch mờ đục', 'Ngứa âm đạo']","['Tăng tiết dịch âm đạo', 'Ra dịch âm đạo']"
344,Đau khớp háng,,,,2022-01-15 03:52:11.789+00,3,3,2022-01-15 03:52:10.445+00,2022-01-15 03:52:11.804+00,,"['Đau sưng khớp', 'Đau khớp', 'Đau khớp háng', 'Đau xương', 'Đau nhức xương']","['Đau sưng khớp', 'Đau khớp', 'Đau khớp háng']"
404,Tử cung co giật,,,,2022-01-15 07:15:00.171+00,3,3,2022-01-15 07:14:58.495+00,2022-01-15 07:15:00.189+00,,"['Tử cung co giật', 'Gò tử cung', 'Cơn gò tử cung', 'Tử cung lớn', 'Giật mình', 'Co giật', 'Co thắt cơ']",['Tử cung co giật']
469,Nhịp tim chậm,,,,2022-01-15 15:47:33.733+00,3,3,2022-01-15 15:47:32.056+00,2022-01-15 15:47:33.749+00,,"['Nhịp tim nhanh', 'Nhịp tim chậm', 'Rối loạn nhịp tim', 'Nhịp thở nhanh']","['Nhịp tim chậm', 'Xuất tinh đau']"
542,Mủ tai,,,,2022-01-16 13:17:52.052+00,2,2,2022-01-16 13:17:50.673+00,2022-01-16 13:17:52.063+00,,['Mủ tai'],['Mủ tai']
599,Buồn tiểu,,,,2022-01-18 02:01:54.064+00,1,1,2022-01-18 02:01:52.363+00,2022-01-18 02:01:54.083+00,,"['Buồn tiểu', 'Tiểu khó', 'Đau khi đi tiểu', 'Đi tiểu đau']",['Buồn tiểu']
659,Các mảng da ngứa,,,,2022-01-18 03:15:18.408+00,1,1,2022-01-18 03:15:16.965+00,2022-01-18 03:15:18.425+00,,"['Mảng sần trên bề mặt da', 'Mảng ngứa trên đầu', 'Các mảng da ngứa', 'Các mảng màu đỏ trên da', 'Vết loét da nhỏ', 'Teo lớp mỡ dưới da', 'Mụn nhỏ trên bề mặt da đầu', 'Ngứa ngáy toàn thân', 'Cảm giác ngứa ran bên trong cổ chân', 'Vùng dày bì dưới da', 'Đốm trên da', 'Màu da khác xung quanh', 'Ngứa da', 'Nốt màu đỏ trên bề mặt da', 'Sưng nề vùng da xung quanh', 'Các mảng đỏ hoặc nâu trên da', 'Da tấy đỏ', 'Ngứa mắt', 'Xương đâm xuyên qua da', 'Mắt ngứa']",['Các mảng da ngứa']
751,Không thể nâng 2 tay qua đầu cùng lúc,,,,2022-01-18 05:00:24.756+00,1,1,2022-01-18 05:00:22.586+00,2022-01-18 05:00:24.771+00,,"['Tiểu nhiều lần', 'Ít quan tâm tới người khác', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Không có cử động hay phản xạ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Thay đổi tính cách hoặc hành vi', 'Có ý định tự sát', 'Nước chảy từng ít một từ âm đạo', 'Chuyển động không theo ý muốn', 'Mất nhận thức không gian', 'Đau khi quan hệ', 'Có dịch từ âm đạo', 'Giả mạc hai bên thành họng', 'Đồng tử không đều', 'Tay và chân ngắn', 'Phù hai chi dưới', 'Đầu lớn bất thường', 'Tiểu không tự chủ', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Tiêu chảy nhiều lần', 'Phù chi dưới trong giai đoạn cuối của thai kỳ', 'Đau ở hạ vị', 'Tăng tiết dịch âm đạo', 'Khẩu cái tiết nhiều dịch', 'Bìu không có tinh hoàn', 'Các vấn đề liên quan đến tình trạng khí', 'Liệt một nửa người', 'Đau khi đi lại', 'Yếu cơ vùng đầu mặt cổ', 'Đau trong và xung quanh một khớp', 'Có mủ bên trong ', 'Ra dịch âm đạo', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Khó chịu khi đi tiểu', 'Phân có đường kính lớn', 'Đại tiện ra máu', 'Mất chức năng vùng bị thương', 'Đau phía sau đầu và cổ', 'Mất thị lực cấp tính', 'Đau khi giao hợp', 'Nổi nốt khắp cơ thể', 'Nhiệt độ cơ thể thấp', 'Đau đầu', 'Mụn nhỏ trên bề mặt da đầu', 'Đầu dương vật rỉ máu', 'Suy nhược cơ thể', 'Buồn nôn trong giai đoạn đầu của thai kỳ', 'Vòng đầu to', 'Mảng ngứa trên đầu', 'Nói không rõ chữ', 'Búi trĩ sa ra lúc đại tiện', 'Không nói hoặc biểu lộ cảm xúc', 'Ăn không tiêu', 'Dương vật không thể cương cứng', 'Đau đầu dữ dội', 'Đau đầu đột ngột']",['Không thể nâng 2 tay qua đầu cùng lúc']
